uname,mid,roomid,follower,guardNum,cal
陆鳐LuLu,1856528671,23256987,1075749,248,338.53265751877984
陌星之韵_Channel,381861978,21750544,1391,1,-330.12486263205375
陆婉莹GodRiku,337827661,11575621,86896,2,-66.98557443058871
阳向心美Official,492862,566227,169023,19,-7.804108971129381
阳夏诺诺Official,456749835,22782192,25407,3,-143.94774764561248
随一Suiii,1355412269,23075997,17749,115,-54.689045534718844
雀雀Official,206983318,21008542,9839,28,-179.09346664791053
雅丽斯_Channel,523133310,22663131,13395,1,-186.5328280225499
雅特弥丝Yatamis,1792461375,24739681,16087,52,-123.92238669385449
雨声奏_Kanade,1342629484,22700041,3670,2,-267.61616393751774
雨宫水希Channel,744713,2611014,71092,55,-26.712312174815565
雨宫燕Channel,1791514,673595,12276,2,-191.06355024210768
雨旋_Yusen,2310068,6183531,478,1,-397.84667956004165
雨街F,118754720,4611671,158858,31,0.26356442575604433
雨音月奈_NHOTBOT,2139886807,24808180,16379,41,-133.78191363241717
雨鱼渔爱吃鱼,1363865784,26543891,11420,121,-76.64609796448588
雪利要睡觉,1241565217,24962819,2901,33,-251.52379628670292
一块薯饼呐,451793,6580433,42759,4,-109.94456236163285
雪樱Usagi,4201037,1075515,4271,9,-251.00115262865108
雪樱の神Channel,514073,294110,2461,1,-293.9523186052071
雪歌Hana_Official,2284456,18364,10769,3,-198.36733356814898
雪狐桑,477792,24393,449665,1068,1103.2307660801648
雪璃是只雪貂,1091531216,23750078,9135,43,-168.8003390773124
雪璐Sheryl,1476333866,24359941,27990,28,-112.80919626889772
雪穗椛_channel,13294045,31384,52273,55,-46.20748423965142
雪绘Yukie,56748733,21756924,185943,663,642.244591790989
雪绘莉莉奈,1156637837,23085720,25577,16,-130.5249467691084
莉咔Rika,65717712,3159159,10939,1,-199.37431529480534
雪茨yukiji,1947412463,25363316,9048,25,-187.40704227173637
雪莉Official,4430611,21711663,14763,1,-180.36765050753877
雪虎Black,16907771,23158413,85763,13,-56.81765652391255
雪铃-Channel,1619878166,23904713,11051,28,-171.72848888267117
雪雪子_Channel,2971374,15149,4216,8,-252.82289147997597
雪鹤Uki,1749603010,24447536,12432,1,-191.26295679668908
雫るる_Official,387636363,21013446,476365,392,430.8877735621172
零-Hanhan,1820388854,23644722,42864,34,-79.78906668086972
Tadyi零叁_Channel,351856931,13639273,23304,33,-119.4254890662703
零太,334299,34587,60895,123,31.47186249624474
零月月酱,33031951,2171843,13245,18,-170.24679953182886
零诺Reino,504674421,23588360,42129,35,-79.88563137845915
雷凛凛,290474,7924079,57570,7,-88.08801395573118
雷岁_Raisai,602724685,22300771,34465,60,-67.61584565672774
雷柏磷ボリン,509050400,21879412,37167,102,-20.83060674370404
雷米尔Remiel,604738184,23390101,14834,26,-155.06347044640165
雾屿Yugi,2750975,885794,57960,48,-46.65996766604519
雾川狐尧,21203842,14536593,5368,14,-231.50744297349377
雾无无Official,1305578223,25107937,938,5,-351.10625323300536
雾深Girimi,1484169431,23805029,88275,114,46.012654798503604
小赐学废了耶,638467578,24488515,2824,2,-284.2293314479274
霂沐NHz,1471298380,24009520,39309,18,-101.27816339411106
霏豆儿Fiona,1612858588,24492393,5670,20,-222.037325247838
霜月栗子Ritsuko,4997542,1495145,10442,1,-202.3223043542705
霧切澪official,1648978526,22890279,6250,25,-210.8626505108897
绚辻眠兔Minto,484451346,21706254,32934,51,-79.49666288487833
露娜Luna_Official,1908273021,26297216,27207,153,10.391954872133851
露早GOGO,1669777785,25512443,113111,292,239.73031970214583
露比Ruby_channel,1484549793,22656764,1137,1,-342.908185496216
露珀塔_Ruperta,2100944625,22700040,188882,25,5.238850011700833
露米Lumi_Official,2000609327,25977291,57336,1094,998.6537641845161
露米娜lumina,7677170,5357912,1265,7,-330.14474276635326
露可CoCo,500762399,21826972,19912,3,-159.39846468739313
露蒂丝,52522,850221,40600,109,-8.229419889605197
露露C娜塔莉娅,755641,634585,7569,1,-222.72285055459884
露露娜Ruruna,558070434,22459102,37307,44,-78.5922413959189
露馅er,2072052979,24854681,15785,84,-93.12390357710137
青井葵aoi,1865376713,23140244,19962,23,-139.23946375136984
青椒kumo,495899901,22736977,13014,21,-168.3622858645175
青玉Safaia,430828121,21412553,3660,4,-265.78915176653095
必不可能鸽的青璃,14405936,331747,30780,50,-84.78506617129199
静凛Official,403921378,21302352,160907,1,-28.92391151410652
静花Seika,2035244864,23610417,11549,19,-177.93394802390344
非酋喵_,2201615,22266239,2647,1,-289.3330483788018
靡烟miya,1958703906,22894962,45688,164,54.2560668858539
音琴加奈美_official,1061196719,25220668,5534,2,-241.57656543400844
音羽_YYu,229874516,5864099,5029,20,-229.64329394669744
顾子韵_w,18932485,437817,40209,96,-21.842955348705118
顾疚疚,13630808,362064,18312,86,-81.70922797250569
顾稚笙丶,7158877,6925055,36846,87,-36.380551418457344
風和凛Fuwari_,686979207,22780009,7633,26,-197.18902290397693
風見三月,1635441928,23403462,13409,25,-162.46659909547066
风吟蝶_Channel,8171802,753667,58863,64,-29.67982950448743
风野慵Yurui,20873473,64546,25781,22,-124.02127964727595
飕鹿法_SO,2615352,5131782,16306,23,-152.0651143480709
飞扬Channel,5085228,122381,11051,5,-194.72848888267117
飞翔的海豚Channel,33060681,4755113,2916,4,-280.19682289565003
一般路过游戏人小Y,32922816,14679970,10451,2,-201.26768318590848
飞鸟尤卡里Official,1828506816,22728239,154154,30,-2.6421519983908865
餅餅結Official,1721741513,22700650,28926,9,-129.72374576162485
饭团喵にゃん,545530293,22563900,57902,123,28.27655681467911
饭饭mesi,28872319,11268906,20290,57,-104.20619035922095
饭饭饭酱丶,1464586,1456945,1528,6,-319.16927091934207
饴宫Doki,1357409459,23149694,2197,2,-300.14663221081577
饼小茶Cookie,20272422,2996078,3742,4,-264.38439286672224
馄饨饨wonton,384511937,14887395,11978,4,-190.62157372693264
馅寿桃咖_official,1185495353,24379966,2933,2,-281.82828022682963
香取绮罗_kira,574317507,22210372,135663,123,82.2567080063003
香夜kayo,3461570034142077,25960303,451,7,-395.5329706755302
香织Kaori,545143565,24247740,1635,10,-310.87816151679215
纱幼nya,7074812,62932,16659,1,-172.70724657972403
駄天使inori,3493076272155084,26364400,2076,15,-290.7382313122816
马太Mastest,1010093017,23173129,1221,2,-337.3892249413813
白鸟Shirotori,1744076,127141,1577,1,-322.1680741865434
骑骑一跃,3085466,4566351,12829,9,-181.27001332339194
高原守Channel,503302,5166,260663,12,12.660364314352819
高桥有鸽子yukiko,1979535505,23140417,1311,3,-331.8802163293814
高槻律official,6055289,947447,241473,1,-3.1878793134819716
高贝兹咪咪子Official,2057387928,25939843,9478,8,-201.46340659975442
鬼喵,1854569186,23022469,5265,3,-243.735770682384
鬼狐狸OniKitsune,663030,22757307,3566,2,-269.43873277997636
魔夜依Official,1242749123,26532857,5513,8,-235.81760854141407
魔宫永恋Mamiya,1785908279,23157235,85816,4,-65.77848855922139
贵物Live,271887040,21195828,34674,1,-126.23254128839426
魔法少女初柒,2933480,2447903,3485,5,-267.8954413094609
魔法少女真理酱,526071118,22233836,56031,13,-83.80593140195913
魔法少年电池er,358085156,14848063,73522,39,-40.581446527022194
魔狼咪莉娅,1838190318,24643640,136334,171,130.5695165027148
魔王酱Maou_,163917943,21633947,131771,1,-41.58875833245156
魔菈_morua,484947299,21721835,5353,19,-226.68485191305967
鮫島愛知Aichi,491652986,22572737,3778,3,-264.7773669529038
鱼兔子哒哟Official,14131991,2559734,4228,6,-254.64269240082592
鱼娘暴暴lazy,1292049379,24340061,18871,2,-163.8028045864154
鱼狸狸,693016343,22551845,7977,28,-192.39425909363445
鱼鸽鸽,4718716,2303412,29636,41,-96.18635954818296
鲁鲁不想出门啊,1293142895,25108099,3079,1,-279.74836662158674
鲸落落raku,1583472,24125,21399,111,-46.83229354201421
鳥取鹿子Mizuchi,946324,178291,113633,35,-16.977766434935575
鹰宫莉音Official,436596840,21463247,165224,2,-26.245360334861402
鳥咕,142527799,4595844,15100,18,-161.93666855428887
鸠羽lin,1903502807,24750843,74804,23,-55.485471121090086
鸡蛋小布丁,50570234,13599376,1445,12,-316.7101843253498
鸢尾牙牙,292838396,12845193,70745,110,27.977474779345357
鸢尾默,409524232,23797878,245,1,-440.22022945146426
鸣岐_今日见,692631639,26271864,1939,24,-286.06658665761586
鸥诶Oak,351335373,23945753,77341,112,35.62909998284351
艾诺斯Official,41461068,9618253,34379,45,-82.77424443762845
Awing鸮鸮,30924292,265147,8878,3,-210.60957748602164
鸶鸶鹭揚,1898580542,23868554,6294,33,-202.41787827861606
Uzura的小鹌鹑,1207949854,23882412,5496,3,-241.0134121306014
鹤森Mori,558070435,22459095,16806,1,-172.15025509945042
鹤祁_Tsuruki,2878144,708397,119104,54,5.003498356121895
鹤羽Official,12862137,21359166,30563,100,-35.233621259498136
鹤鸣Crene,3461576453524173,26189402,2056,2,-304.3519824751415
鹤鹤不咕咕ovo,20436303,8024713,1217,15,-324.5972645045908
鹭仔想喝冰阔落,597823619,22543433,56099,23,-73.7290349330658
鹿乃ちゃん,316381099,15152878,1946293,48,176.12311186461272
鹿之野_,543748,156657,1356,7,-325.7405306970784
鹿伶儿,65463088,23868048,1299,2,-333.463208943084
鹿卡上学不迟到,1550656130,24492970,45113,42,-68.54690857267269
鹿喵lumi,33801277,353498,15725,24,-153.36535102854816
鹿实Tamiko,2050701741,26067860,2347,32,-265.9593713830451
猫猫糖特攻队,588034,20735,8128,1,-218.20535123352215
鹿玥_Shikatsuki,335231298,25111502,297,7,-422.01738239990885
鹿蜀Shu_,1510444081,25727850,4063,20,-243.16648479437822
鹿野灸,5659864,2064239,215686,116,104.65210386466902
鹿野葵,372936,2900985,9296,8,-202.6926770255867
鹿鸣夕浅,42407494,2969554,1281,4,-332.34787445974706
麓小鹿呀,150388,585717,12120,33,-160.87438273988244
麦乐桃の摸鱼俱乐部,233299554,23025519,19530,5,-158.6265746865961
麦格林_Maeglin,1661917600,23862248,7338,9,-216.68791024837458
麦芽不甜_,582225536,22286296,12854,42,-148.1465853359599
麦の尸体,2000244836,24961584,2887,1,-283.83050040936996
麻尤米mayumi,1265605287,25061813,46305,603,494.10653130331684
麻理理_Channel,598578,9990672,7899,10,-211.01724218637582
黄泉月輝夜,760744,10632345,12256,4,-189.16692544844443
@黎之恒,12330804,59803,625372,23,79.14286373507105
黎歌Neeko,671538942,22571722,133250,870,828.118880484581
黎耶,674839637,22537284,18306,109,-58.73000463990445
黑子莺,4425196,516993,12732,24,-166.7512018153143
黑小喵_Channel,21882176,21614816,4259,1,-259.1795349268683
黑川蓝KurokawaAi,1284680,7993714,2932,8,-275.8499000053853
黑泽千葵Channel,4163644,78080,4462,1,-256.2274594254769
昼间少女,10007980,4719559,2734,1,-287.2827675042011
黑泽诺亚NOIR,922573,251015,528605,190,235.48499331953485
黑白46C,4592453,409538,2122,10,-294.34875216437297
黑羽朔音official,1895156,744919,3938,1,-264.14764836677887
黑赫德Hepherd,1707853573,22936561,2853,2,-283.5815893330641
黑酱猫kuro,699094856,22619596,9964,33,-173.2930722373767
黑雪空,5701677,4755275,1569,4,-319.4905160767258
黑桐亚里亚Official,4911722,22074371,84745,45,-25.5747115229334
黒猫Homulilly,23385,15122677,1726,9,-308.4441773378102
默咕咕_Morh,50003660,23146679,34510,26,-101.53312001976417
默磷Mayori,820535,718548,86130,6,-63.54693188294391
叫我默默酱,308688486,10254803,206791,20,5.982011282817439
黛兔呆呆,1888960985,24928063,28076,42,-98.61469677629032
黛灰Official,628292887,22543135,93114,1,-63.603838911160324
齐格鲁_Official,1141334416,25155352,134819,49,7.861045643048556
齐绫KylinMoriaty,1802508747,24479925,5133,1,-247.34555133367678
龙包包,1420223,25914,63432,28,-60.94031457002836
龙崎Ryuz4k1,308459,140953,138930,13,-26.234604051739666
龙西Rinya,513273343,21920570,78466,38,-37.455328322003425
龙野铃铃Rinrin,472360498,22553112,6244,22,-213.92354374432057
战双帕弥什,382651856,21242511,2198406,7,142.84561319074294
原神,401742377,21987615,15079622,24,281.9293977383329
明日方舟,161775300,5555734,5087666,8,197.04370533805536
崩坏3第一偶像爱酱,27534330,1319882,4164029,3,179.3423988777098
啵啵小狗341,33605910,2450440,168062,673,645.8343942843258
